3, 61251, Note_off_c, 0, 42, 64
3, 61320, Note_on_c, 0, 42, 78
3, 61360, Note_off_c, 0, 42, 64
3, 61440, Note_on_c, 0, 36, 87
3, 61440, Note_on_c, 0, 42, 87
3, 61591, Note_off_c, 0, 36, 64
3, 61591, Note_off_c, 0, 42, 64
3, 62160, Note_on_c, 0, 36, 87
3, 62160, Note_on_c, 0, 42, 87
3, 62214, Note_off_c, 0, 42, 64
3, 62284, Note_off_c, 0, 36, 64
3, 62400, Note_on_c, 0, 42, 71
3, 62451, Note_off_c, 0, 42, 64
3, 62640, Note_on_c, 0, 42, 71
3, 62691, Note_off_c, 0, 42, 64
3, 62880, Note_on_c, 0, 36, 84
3, 63000, Note_on_c, 0, 42, 75
3, 63018, Note_off_c, 0, 36, 64
3, 63048, Note_off_c, 0, 42, 64
3, 63120, Note_on_c, 0, 42, 92
3, 63200, Note_off_c, 0, 42, 64
3, 63360, Note_on_c, 0, 36, 87
3, 63360, Note_on_c, 0, 42, 85
3, 63511, Note_off_c, 0, 36, 64
3, 63522, Note_off_c, 0, 42, 64
3, 64080, Note_on_c, 0, 36, 87
3, 64080, Note_on_c, 0, 42, 76
3, 64155, Note_off_c, 0, 42, 64
3, 64204, Note_off_c, 0, 36, 64
3, 64320, Note_on_c, 0, 42, 61
3, 64385, Note_off_c, 0, 42, 64
3, 64560, Note_on_c, 0, 42, 73
3, 64754, Note_off_c, 0, 42, 64
3, 64800, Note_on_c, 0, 36, 84
3, 64938, Note_off_c, 0, 36, 64
3, 65040, Note_on_c, 0, 42, 71
3, 65091, Note_off_c, 0, 42, 64
3, 65160, Note_on_c, 0, 42, 78
3, 65200, Note_off_c, 0, 42, 64
3, 65280, Note_on_c, 0, 36, 87
3, 65280, Note_on_c, 0, 42, 92
3, 65360, Note_off_c, 0, 42, 64
3, 65431, Note_off_c, 0, 36, 64
3, 66000, Note_on_c, 0, 36, 87
3, 66000, Note_on_c, 0, 42, 87
3, 66054, Note_off_c, 0, 42, 64
3, 66124, Note_off_c, 0, 36, 64
3, 66240, Note_on_c, 0, 42, 71
3, 66291, Note_off_c, 0, 42, 64
3, 66480, Note_on_c, 0, 42, 71
3, 66531, Note_off_c, 0, 42, 64
3, 66720, Note_on_c, 0, 36, 84
3, 66858, Note_off_c, 0, 36, 64
3, 66960, Note_on_c, 0, 42, 75
3, 67008, Note_off_c, 0, 42, 64
3, 67080, Note_on_c, 0, 42, 92
3, 67160, Note_off_c, 0, 42, 64
3, 67200, Note_on_c, 0, 36, 87
3, 67200, Note_on_c, 0, 42, 85
3, 67351, Note_off_c, 0, 36, 64
3, 67362, Note_off_c, 0, 42, 64
3, 67920, Note_on_c, 0, 36, 87
3, 67920, Note_on_c, 0, 42, 76
3, 67995, Note_off_c, 0, 42, 64
3, 68044, Note_off_c, 0, 36, 64
3, 68160, Note_on_c, 0, 42, 61
3, 68225, Note_off_c, 0, 42, 64
3, 68400, Note_on_c, 0, 42, 73
3, 68594, Note_off_c, 0, 42, 64
3, 68640, Note_on_c, 0, 36, 84
3, 68778, Note_off_c, 0, 36, 64
3, 68880, Note_on_c, 0, 42, 71
3, 68931, Note_off_c, 0, 42, 64
3, 69000, Note_on_c, 0, 42, 78
3, 69040, Note_off_c, 0, 42, 64
3, 69120, Note_on_c, 0, 36, 87
3, 69120, Note_on_c, 0, 42, 87
3, 69271, Note_off_c, 0, 36, 64
3, 69271, Note_off_c, 0, 42, 64
3, 69840, Note_on_c, 0, 36, 87
3, 69840, Note_on_c, 0, 42, 87
3, 69894, Note_off_c, 0, 42, 64
3, 69964, Note_off_c, 0, 36, 64
3, 70080, Note_on_c, 0, 42, 71
3, 70131, Note_off_c, 0, 42, 64
3, 70320, Note_on_c, 0, 42, 71
3, 70371, Note_off_c, 0, 42, 64
3, 70560, Note_on_c, 0, 36, 84
3, 70680, Note_on_c, 0, 42, 75
3, 70698, Note_off_c, 0, 36, 64
3, 70728, Note_off_c, 0, 42, 64
3, 70800, Note_on_c, 0, 42, 92
3, 70880, Note_off_c, 0, 42, 64
3, 71040, Note_on_c, 0, 36, 87
3, 71040, Note_on_c, 0, 42, 85
3, 71191, Note_off_c, 0, 36, 64
3, 71202, Note_off_c, 0, 42, 64
3, 72480, Note_on_c, 0, 36, 84
3, 72618, Note_off_c, 0, 36, 64
3, 72720, Note_on_c, 0, 42, 71
3, 72771, Note_off_c, 0, 42, 64
3, 72840, Note_on_c, 0, 42, 78
3, 72880, Note_off_c, 0, 42, 64
3, 72960, Note_on_c, 0, 36, 87
3, 72960, Note_on_c, 0, 42, 92
3, 73040, Note_off_c, 0, 42, 64
3, 73111, Note_off_c, 0, 36, 64
3, 74400, Note_on_c, 0, 36, 84
3, 74520, Note_off_c, 0, 36, 64
3, 74640, Note_on_c, 0, 42, 75
3, 74640, Note_on_c, 0, 43, 84
3, 74688, Note_off_c, 0, 42, 64
3, 74760, Note_off_c, 0, 43, 64
3, 74760, Note_on_c, 0, 41, 84
3, 74760, Note_on_c, 0, 42, 92
3, 74840, Note_off_c, 0, 42, 64
3, 74880, Note_off_c, 0, 41, 64
3, 74880, Note_on_c, 0, 36, 87
3, 74880, Note_on_c, 0, 42, 85
3, 75031, Note_off_c, 0, 36, 64
3, 75042, Note_off_c, 0, 42, 64
3, 75600, Note_on_c, 0, 36, 87
3, 75600, Note_on_c, 0, 42, 76
3, 75675, Note_off_c, 0, 42, 64
3, 75724, Note_off_c, 0, 36, 64
3, 75840, Note_on_c, 0, 42, 61
3, 75905, Note_off_c, 0, 42, 64
3, 76080, Note_on_c, 0, 42, 73
3, 76274, Note_off_c, 0, 42, 64
3, 76320, Note_on_c, 0, 36, 84
3, 76458, Note_off_c, 0, 36, 64
3, 76560, Note_on_c, 0, 42, 71
3, 76611, Note_off_c, 0, 42, 64
3, 76680, Note_on_c, 0, 42, 78
3, 76720, Note_off_c, 0, 42, 64
3, 76800, Note_on_c, 0, 36, 87
3, 76800, Note_on_c, 0, 42, 87
3, 76951, Note_off_c, 0, 36, 64
3, 76951, Note_off_c, 0, 42, 64
3, 77520, Note_on_c, 0, 36, 87
3, 77520, Note_on_c, 0, 42, 87
3, 77574, Note_off_c, 0, 42, 64
3, 77644, Note_off_c, 0, 36, 64
3, 77760, Note_on_c, 0, 42, 71
3, 77811, Note_off_c, 0, 42, 64
3, 78000, Note_on_c, 0, 42, 71
3, 78051, Note_off_c, 0, 42, 64
3, 78240, Note_on_c, 0, 36, 84
3, 78360, Note_on_c, 0, 42, 75
3, 78378, Note_off_c, 0, 36, 64
3, 78408, Note_off_c, 0, 42, 64
3, 78480, Note_on_c, 0, 42, 92
3, 78560, Note_off_c, 0, 42, 64
3, 78600, Note_on_c, 0, 39, 75
3, 78648, Note_off_c, 0, 39, 64
3, 78720, Note_on_c, 0, 36, 87
3, 78720, Note_on_c, 0, 42, 85
3, 78871, Note_off_c, 0, 36, 64
3, 78882, Note_off_c, 0, 42, 64
3, 79440, Note_on_c, 0, 36, 87
3, 79440, Note_on_c, 0, 42, 76
3, 79515, Note_off_c, 0, 42, 64
3, 79564, Note_off_c, 0, 36, 64
3, 79680, Note_on_c, 0, 42, 61
3, 79745, Note_off_c, 0, 42, 64
3, 79920, Note_on_c, 0, 42, 73
3, 80114, Note_off_c, 0, 42, 64
3, 80160, Note_on_c, 0, 36, 84
3, 80298, Note_off_c, 0, 36, 64
3, 80400, Note_on_c, 0, 42, 71
3, 80451, Note_off_c, 0, 42, 64
3, 80520, Note_on_c, 0, 42, 78
3, 80560, Note_off_c, 0, 42, 64
3, 80640, Note_on_c, 0, 36, 87
3, 80640, Note_on_c, 0, 42, 92
3, 80720, Note_off_c, 0, 42, 64
3, 80791, Note_off_c, 0, 36, 64
3, 81360, Note_on_c, 0, 36, 87
3, 81360, Note_on_c, 0, 42, 87
3, 81414, Note_off_c, 0, 42, 64
3, 81484, Note_off_c, 0, 36, 64
3, 81600, Note_on_c, 0, 42, 71
3, 81651, Note_off_c, 0, 42, 64
3, 81840, Note_on_c, 0, 42, 71
3, 81891, Note_off_c, 0, 42, 64
3, 82080, Note_on_c, 0, 36, 84
3, 82218, Note_off_c, 0, 36, 64
3, 82320, Note_on_c, 0, 42, 75
3, 82368, Note_off_c, 0, 42, 64
3, 82440, Note_on_c, 0, 42, 92
3, 82520, Note_off_c, 0, 42, 64
3, 82560, Note_on_c, 0, 36, 87
3, 82560, Note_on_c, 0, 42, 85
3, 82711, Note_off_c, 0, 36, 64
3, 82722, Note_off_c, 0, 42, 64
3, 83280, Note_on_c, 0, 36, 87
3, 83280, Note_on_c, 0, 42, 76
3, 83355, Note_off_c, 0, 42, 64
3, 83404, Note_off_c, 0, 36, 64
3, 83520, Note_on_c, 0, 42, 61
3, 83585, Note_off_c, 0, 42, 64
3, 83760, Note_on_c, 0, 42, 73
3, 83954, Note_off_c, 0, 42, 64
3, 84000, Note_on_c, 0, 36, 84
3, 84138, Note_off_c, 0, 36, 64
3, 84240, Note_on_c, 0, 42, 71
3, 84291, Note_off_c, 0, 42, 64
3, 84360, Note_on_c, 0, 42, 78
3, 84400, Note_off_c, 0, 42, 64
3, 84480, Note_on_c, 0, 36, 87
3, 84480, Note_on_c, 0, 42, 87
3, 84631, Note_off_c, 0, 36, 64
3, 84631, Note_off_c, 0, 42, 64
3, 85200, Note_on_c, 0, 36, 87
3, 85200, Note_on_c, 0, 42, 87
3, 85254, Note_off_c, 0, 42, 64
3, 85324, Note_off_c, 0, 36, 64
3, 85440, Note_on_c, 0, 42, 71
3, 85491, Note_off_c, 0, 42, 64
3, 85680, Note_on_c, 0, 42, 71
3, 85731, Note_off_c, 0, 42, 64
3, 85920, Note_on_c, 0, 36, 84
3, 86040, Note_on_c, 0, 42, 75
3, 86058, Note_off_c, 0, 36, 64
3, 86088, Note_off_c, 0, 42, 64
3, 86160, Note_on_c, 0, 42, 92
3, 86240, Note_off_c, 0, 42, 64
3, 86400, Note_on_c, 0, 36, 87
3, 86551, Note_off_c, 0, 36, 64
3, 87120, Note_on_c, 0, 36, 87
3, 87360, Note_off_c, 0, 36, 64
3, 87600, Note_on_c, 0, 36, 87
3, 87840, Note_off_c, 0, 36, 64
3, 87840, Note_on_c, 0, 36, 84
3, 87978, Note_off_c, 0, 36, 64
3, 88080, Note_on_c, 0, 43, 84
3, 88218, Note_off_c, 0, 43, 64
3, 88320, Note_on_c, 0, 36, 87
3, 88471, Note_off_c, 0, 36, 64
3, 89040, Note_on_c, 0, 36, 87
3, 89340, Note_off_c, 0, 36, 64
3, 89520, Note_on_c, 0, 43, 87
3, 89760, Note_on_c, 0, 36, 84
3, 89820, Note_off_c, 0, 43, 64
3, 89898, Note_off_c, 0, 36, 64
3, 90000, Note_on_c, 0, 36, 87
3, 90240, Note_off_c, 0, 36, 64
3, 90240, Note_on_c, 0, 36, 87
3, 90391, Note_off_c, 0, 36, 64
3, 90960, Note_on_c, 0, 36, 87
3, 91200, Note_off_c, 0, 36, 64
3, 91440, Note_on_c, 0, 36, 87
3, 91680, Note_off_c, 0, 36, 64
3, 91680, Note_on_c, 0, 36, 84
3, 91818, Note_off_c, 0, 36, 64
3, 91920, Note_on_c, 0, 43, 84
3, 92058, Note_off_c, 0, 43, 64
3, 92160, Note_on_c, 0, 36, 87
3, 92311, Note_off_c, 0, 36, 64
3, 92880, Note_on_c, 0, 36, 87
3, 93120, Note_on_c, 0, 42, 92
3, 93180, Note_off_c, 0, 36, 64
3, 93218, Note_off_c, 0, 42, 64
3, 93360, Note_on_c, 0, 42, 95
3, 93444, Note_off_c, 0, 42, 64
3, 93600, Note_on_c, 0, 36, 87
3, 93600, Note_on_c, 0, 42, 81
3, 93657, Note_off_c, 0, 42, 64
3, 93720, Note_on_c, 0, 42, 91
3, 93801, Note_off_c, 0, 42, 64
3, 93840, Note_on_c, 0, 42, 95
3, 93880, Note_off_c, 0, 36, 64
3, 94051, Note_off_c, 0, 42, 64
3, 94080, Note_on_c, 0, 36, 87
3, 94080, Note_on_c, 0, 54, 98
3, 94227, Note_off_c, 0, 54, 64
3, 94231, Note_off_c, 0, 36, 64
3, 94320, Note_on_c, 0, 54, 77
3, 94467, Note_off_c, 0, 54, 64
3, 94560, Note_on_c, 0, 38, 84
3, 94560, Note_on_c, 0, 54, 83
3, 94560, Note_off_c, 0, 38, 64
3, 94700, Note_off_c, 0, 54, 64
3, 94800, Note_on_c, 0, 36, 87
3, 94800, Note_on_c, 0, 54, 77
3, 94947, Note_off_c, 0, 54, 64
3, 95040, Note_off_c, 0, 36, 64
3, 95040, Note_on_c, 0, 54, 89
3, 95187, Note_off_c, 0, 54, 64
3, 95280, Note_on_c, 0, 36, 87
3, 95280, Note_on_c, 0, 54, 77
3, 95400, Note_off_c, 0, 54, 64
3, 95520, Note_off_c, 0, 36, 64
3, 95520, Note_on_c, 0, 36, 84
3, 95520, Note_on_c, 0, 54, 97
3, 95655, Note_off_c, 0, 54, 64
3, 95658, Note_off_c, 0, 36, 64
3, 95760, Note_on_c, 0, 43, 87
3, 95760, Note_on_c, 0, 54, 76
3, 95880, Note_off_c, 0, 43, 64
3, 95895, Note_off_c, 0, 54, 64
3, 96000, Note_on_c, 0, 36, 87
3, 96000, Note_on_c, 0, 54, 98
3, 96147, Note_off_c, 0, 54, 64
3, 96151, Note_off_c, 0, 36, 64
3, 96240, Note_on_c, 0, 54, 77
3, 96387, Note_off_c, 0, 54, 64
3, 96480, Note_on_c, 0, 38, 84
3, 96480, Note_on_c, 0, 54, 83
3, 96480, Note_off_c, 0, 38, 64
3, 96620, Note_off_c, 0, 54, 64
3, 96720, Note_on_c, 0, 36, 87
3, 96720, Note_on_c, 0, 54, 77
3, 96867, Note_off_c, 0, 54, 64
3, 96960, Note_on_c, 0, 54, 89
3, 97020, Note_off_c, 0, 36, 64
3, 97107, Note_off_c, 0, 54, 64
3, 97200, Note_on_c, 0, 43, 87
3, 97200, Note_on_c, 0, 54, 77
3, 97320, Note_off_c, 0, 43, 64
3, 97320, Note_off_c, 0, 54, 64
3, 97440, Note_on_c, 0, 36, 84
3, 97440, Note_on_c, 0, 54, 97
3, 97575, Note_off_c, 0, 54, 64
3, 97578, Note_off_c, 0, 36, 64
3, 97680, Note_on_c, 0, 36, 87
3, 97680, Note_on_c, 0, 54, 76
3, 97815, Note_off_c, 0, 54, 64
3, 97920, Note_off_c, 0, 36, 64
3, 97920, Note_on_c, 0, 36, 87
3, 97920, Note_on_c, 0, 54, 98
3, 98067, Note_off_c, 0, 54, 64
3, 98071, Note_off_c, 0, 36, 64
3, 98160, Note_on_c, 0, 54, 77
3, 98307, Note_off_c, 0, 54, 64
3, 98400, Note_on_c, 0, 38, 84
3, 98400, Note_on_c, 0, 54, 83
3, 98400, Note_off_c, 0, 38, 64
3, 98540, Note_off_c, 0, 54, 64
3, 98640, Note_on_c, 0, 36, 87
3, 98640, Note_on_c, 0, 54, 77
3, 98787, Note_off_c, 0, 54, 64
3, 98880, Note_off_c, 0, 36, 64
3, 98880, Note_on_c, 0, 54, 89
3, 99027, Note_off_c, 0, 54, 64
3, 99120, Note_on_c, 0, 36, 87
3, 99120, Note_on_c, 0, 54, 77
3, 99240, Note_off_c, 0, 54, 64
3, 99360, Note_off_c, 0, 36, 64
3, 99360, Note_on_c, 0, 36, 84
3, 99360, Note_on_c, 0, 54, 97
3, 99495, Note_off_c, 0, 54, 64
3, 99498, Note_off_c, 0, 36, 64
3, 99600, Note_on_c, 0, 43, 87
3, 99600, Note_on_c, 0, 54, 76
3, 99720, Note_off_c, 0, 43, 64
3, 99735, Note_off_c, 0, 54, 64
3, 99840, Note_on_c, 0, 36, 87
3, 99840, Note_on_c, 0, 54, 89
3, 99987, Note_off_c, 0, 54, 64
3, 99991, Note_off_c, 0, 36, 64
3, 100080, Note_on_c, 0, 54, 77
3, 100200, Note_off_c, 0, 54, 64
3, 100320, Note_on_c, 0, 38, 84
3, 100320, Note_on_c, 0, 54, 97
3, 100320, Note_off_c, 0, 38, 64
3, 100455, Note_off_c, 0, 54, 64
3, 100560, Note_on_c, 0, 36, 87
3, 100560, Note_on_c, 0, 54, 76
3, 100695, Note_off_c, 0, 54, 64
3, 100800, Note_off_c, 0, 36, 64
3, 100800, Note_on_c, 0, 54, 84
3, 100877, Note_off_c, 0, 54, 64
3, 100920, Note_on_c, 0, 36, 87
3, 100920, Note_on_c, 0, 38, 87
3, 101040, Note_off_c, 0, 38, 64
3, 101040, Note_on_c, 0, 54, 92
3, 101105, Note_off_c, 0, 54, 64
3, 101140, Note_off_c, 0, 36, 64
3, 101220, Note_on_c, 0, 54, 96
3, 101266, Note_off_c, 0, 54, 64
3, 101360, Note_on_c, 0, 54, 94
3, 101403, Note_off_c, 0, 54, 64
3, 101520, Note_on_c, 0, 54, 92
3, 101585, Note_off_c, 0, 54, 64
3, 101760, Note_on_c, 0, 36, 87
3, 101760, Note_on_c, 0, 42, 85
3, 101911, Note_off_c, 0, 36, 64
3, 101922, Note_off_c, 0, 42, 64
3, 102480, Note_on_c, 0, 36, 87
3, 102480, Note_on_c, 0, 42, 76
3, 102555, Note_off_c, 0, 42, 64
3, 102604, Note_off_c, 0, 36, 64
3, 102720, Note_on_c, 0, 42, 61
3, 102785, Note_off_c, 0, 42, 64
3, 102960, Note_on_c, 0, 42, 73
3, 103154, Note_off_c, 0, 42, 64
3, 103200, Note_on_c, 0, 36, 84
3, 103338, Note_off_c, 0, 36, 64
3, 103440, Note_on_c, 0, 42, 71
3, 103491, Note_off_c, 0, 42, 64
3, 103560, Note_on_c, 0, 42, 78
3, 103600, Note_off_c, 0, 42, 64
3, 103680, Note_on_c, 0, 36, 87
3, 103680, Note_on_c, 0, 42, 92
3, 103760, Note_off_c, 0, 42, 64
3, 103831, Note_off_c, 0, 36, 64
3, 104400, Note_on_c, 0, 36, 87
3, 104400, Note_on_c, 0, 42, 87
3, 104454, Note_off_c, 0, 42, 64
3, 104524, Note_off_c, 0, 36, 64
3, 104640, Note_on_c, 0, 42, 71
3, 104691, Note_off_c, 0, 42, 64
3, 104880, Note_on_c, 0, 42, 71
3, 104931, Note_off_c, 0, 42, 64
3, 105120, Note_on_c, 0, 36, 84
3, 105258, Note_off_c, 0, 36, 64
3, 105360, Note_on_c, 0, 42, 75
3, 105408, Note_off_c, 0, 42, 64
3, 105480, Note_on_c, 0, 42, 92
3, 105560, Note_off_c, 0, 42, 64
3, 105600, Note_on_c, 0, 36, 87
3, 105600, Note_on_c, 0, 42, 85
3, 105751, Note_off_c, 0, 36, 64
3, 105762, Note_off_c, 0, 42, 64
3, 106320, Note_on_c, 0, 36, 87
3, 106320, Note_on_c, 0, 42, 76
3, 106395, Note_off_c, 0, 42, 64
3, 106444, Note_off_c, 0, 36, 64
3, 106560, Note_on_c, 0, 42, 61
3, 106625, Note_off_c, 0, 42, 64
3, 106800, Note_on_c, 0, 42, 73
3, 106994, Note_off_c, 0, 42, 64
3, 107040, Note_on_c, 0, 36, 84
3, 107178, Note_off_c, 0, 36, 64
3, 107280, Note_on_c, 0, 42, 71
3, 107331, Note_off_c, 0, 42, 64
3, 107400, Note_on_c, 0, 42, 78
3, 107440, Note_off_c, 0, 42, 64
3, 107520, Note_on_c, 0, 36, 87
3, 107520, Note_on_c, 0, 42, 87
3, 107671, Note_off_c, 0, 36, 64
3, 107671, Note_off_c, 0, 42, 64
3, 108240, Note_on_c, 0, 36, 87
3, 108240, Note_on_c, 0, 42, 87
3, 108294, Note_off_c, 0, 42, 64
3, 108364, Note_off_c, 0, 36, 64
3, 108480, Note_on_c, 0, 42, 71
3, 108531, Note_off_c, 0, 42, 64
3, 108720, Note_on_c, 0, 42, 71
3, 108771, Note_off_c, 0, 42, 64
3, 108960, Note_on_c, 0, 36, 84
3, 109080, Note_on_c, 0, 42, 75
3, 109098, Note_off_c, 0, 36, 64
3, 109128, Note_off_c, 0, 42, 64
3, 109200, Note_on_c, 0, 42, 92
3, 109280, Note_off_c, 0, 42, 64
3, 109440, Note_on_c, 0, 36, 87
3, 109440, Note_on_c, 0, 42, 85
3, 109591, Note_off_c, 0, 36, 64
3, 109602, Note_off_c, 0, 42, 64
3, 110160, Note_on_c, 0, 36, 87
3, 110160, Note_on_c, 0, 42, 76
3, 110235, Note_off_c, 0, 42, 64
3, 110284, Note_off_c, 0, 36, 64
3, 110400, Note_on_c, 0, 42, 61
3, 110465, Note_off_c, 0, 42, 64
3, 110640, Note_on_c, 0, 42, 73
3, 110834, Note_off_c, 0, 42, 64
3, 110880, Note_on_c, 0, 36, 84
3, 111018, Note_off_c, 0, 36, 64
3, 111120, Note_on_c, 0, 42, 71
3, 111171, Note_off_c, 0, 42, 64
3, 111240, Note_on_c, 0, 42, 78
3, 111280, Note_off_c, 0, 42, 64
3, 111360, Note_on_c, 0, 36, 87
3, 111360, Note_on_c, 0, 42, 92
3, 111440, Note_off_c, 0, 42, 64
3, 111511, Note_off_c, 0, 36, 64
3, 112080, Note_on_c, 0, 36, 87
3, 112080, Note_on_c, 0, 42, 87
3, 112134, Note_off_c, 0, 42, 64
3, 112204, Note_off_c, 0, 36, 64
3, 112320, Note_on_c, 0, 42, 71
3, 112371, Note_off_c, 0, 42, 64
3, 112560, Note_on_c, 0, 42, 71
3, 112611, Note_off_c, 0, 42, 64
3, 112800, Note_on_c, 0, 36, 84
3, 112938, Note_off_c, 0, 36, 64
3, 113040, Note_on_c, 0, 42, 75
3, 113088, Note_off_c, 0, 42, 64
3, 113160, Note_on_c, 0, 42, 92
3, 113240, Note_off_c, 0, 42, 64
3, 113280, Note_on_c, 0, 36, 87
3, 113280, Note_on_c, 0, 42, 85
3, 113431, Note_off_c, 0, 36, 64
3, 113442, Note_off_c, 0, 42, 64
3, 114000, Note_on_c, 0, 36, 87
3, 114000, Note_on_c, 0, 42, 76
3, 114075, Note_off_c, 0, 42, 64
3, 114124, Note_off_c, 0, 36, 64
3, 114240, Note_on_c, 0, 42, 61
3, 114305, Note_off_c, 0, 42, 64
3, 114480, Note_on_c, 0, 42, 73
3, 114674, Note_off_c, 0, 42, 64
3, 114720, Note_on_c, 0, 36, 84
3, 114858, Note_off_c, 0, 36, 64
3, 114960, Note_on_c, 0, 42, 71
3, 115011, Note_off_c, 0, 42, 64
3, 115080, Note_on_c, 0, 42, 78
3, 115120, Note_off_c, 0, 42, 64
3, 115200, Note_on_c, 0, 36, 87
3, 115200, Note_on_c, 0, 42, 87
3, 115351, Note_off_c, 0, 36, 64
3, 115351, Note_off_c, 0, 42, 64
3, 115920, Note_on_c, 0, 36, 87
3, 115920, Note_on_c, 0, 42, 87
3, 115974, Note_off_c, 0, 42, 64
3, 116044, Note_off_c, 0, 36, 64
3, 116160, Note_on_c, 0, 42, 71
3, 116211, Note_off_c, 0, 42, 64
3, 116400, Note_on_c, 0, 42, 71
3, 116451, Note_off_c, 0, 42, 64
3, 116640, Note_on_c, 0, 36, 84
3, 116760, Note_on_c, 0, 42, 75
3, 116778, Note_off_c, 0, 36, 64
3, 116808, Note_off_c, 0, 42, 64
3, 116880, Note_on_c, 0, 42, 92
3, 116960, Note_off_c, 0, 42, 64
3, 117120, Note_on_c, 0, 36, 87
3, 117120, Note_on_c, 0, 42, 85
3, 117271, Note_off_c, 0, 36, 64
3, 117282, Note_off_c, 0, 42, 64
3, 117840, Note_on_c, 0, 36, 87
3, 117840, Note_on_c, 0, 42, 76
3, 117915, Note_off_c, 0, 42, 64
3, 117964, Note_off_c, 0, 36, 64
3, 118080, Note_on_c, 0, 42, 61
3, 118145, Note_off_c, 0, 42, 64
3, 118320, Note_on_c, 0, 42, 73
3, 118514, Note_off_c, 0, 42, 64
3, 118560, Note_on_c, 0, 36, 84
3, 118698, Note_off_c, 0, 36, 64
3, 118800, Note_on_c, 0, 42, 71
3, 118851, Note_off_c, 0, 42, 64
3, 118920, Note_on_c, 0, 42, 78
3, 118960, Note_off_c, 0, 42, 64
3, 119040, Note_on_c, 0, 36, 87
3, 119040, Note_on_c, 0, 42, 92
3, 119120, Note_off_c, 0, 42, 64
3, 119191, Note_off_c, 0, 36, 64
3, 119760, Note_on_c, 0, 36, 87
3, 119760, Note_on_c, 0, 42, 87
3, 119814, Note_off_c, 0, 42, 64
3, 119884, Note_off_c, 0, 36, 64
3, 120000, Note_on_c, 0, 42, 71
3, 120051, Note_off_c, 0, 42, 64
3, 120240, Note_on_c, 0, 42, 71
3, 120291, Note_off_c, 0, 42, 64
3, 120480, Note_on_c, 0, 36, 84
3, 120618, Note_off_c, 0, 36, 64
3, 120720, Note_on_c, 0, 42, 75
3, 120768, Note_off_c, 0, 42, 64
3, 120840, Note_on_c, 0, 42, 92
3, 120920, Note_off_c, 0, 42, 64
3, 120960, Note_on_c, 0, 36, 87
3, 120960, Note_on_c, 0, 42, 85
3, 121111, Note_off_c, 0, 36, 64
3, 121122, Note_off_c, 0, 42, 64
3, 121680, Note_on_c, 0, 36, 87
3, 121680, Note_on_c, 0, 42, 76
3, 121755, Note_off_c, 0, 42, 64
3, 121804, Note_off_c, 0, 36, 64
3, 121920, Note_on_c, 0, 42, 61
3, 121985, Note_off_c, 0, 42, 64
3, 122160, Note_on_c, 0, 42, 73
3, 122354, Note_off_c, 0, 42, 64
3, 122400, Note_on_c, 0, 36, 84
3, 122538, Note_off_c, 0, 36, 64
3, 122640, Note_on_c, 0, 42, 71
3, 122691, Note_off_c, 0, 42, 64
3, 122760, Note_on_c, 0, 42, 78
3, 122800, Note_off_c, 0, 42, 64
3, 122880, Note_on_c, 0, 36, 87
3, 122880, Note_on_c, 0, 42, 87
3, 123031, Note_off_c, 0, 36, 64
3, 123031, Note_off_c, 0, 42, 64
3, 123360, Note_on_c, 0, 38, 87
3, 123440, Note_off_c, 0, 38, 64
3, 123600, Note_on_c, 0, 36, 87
3, 123600, Note_on_c, 0, 42, 87
3, 123654, Note_off_c, 0, 42, 64
3, 123724, Note_off_c, 0, 36, 64
3, 123840, Note_on_c, 0, 36, 87
3, 123840, Note_on_c, 0, 41, 87
3, 123840, Note_on_c, 0, 42, 71
3, 123891, Note_off_c, 0, 42, 64
3, 123920, Note_off_c, 0, 36, 64
3, 123920, Note_off_c, 0, 41, 64
3, 123960, Note_on_c, 0, 38, 87
3, 124040, Note_off_c, 0, 38, 64
3, 124080, Note_on_c, 0, 42, 71
3, 124131, Note_off_c, 0, 42, 64
3, 124200, Note_on_c, 0, 38, 87
3, 124280, Note_off_c, 0, 38, 64
3, 124320, Note_on_c, 0, 36, 84
3, 124320, Note_on_c, 0, 38, 87
3, 124400, Note_off_c, 0, 38, 64
3, 124440, Note_on_c, 0, 42, 75
3, 124458, Note_off_c, 0, 36, 64
3, 124488, Note_off_c, 0, 42, 64
3, 124560, Note_on_c, 0, 41, 87
3, 124560, Note_on_c, 0, 42, 92
3, 124640, Note_off_c, 0, 41, 64
3, 124640, Note_off_c, 0, 42, 64
3, 124800, Note_on_c, 0, 36, 87
3, 124800, Note_on_c, 0, 42, 85
3, 124951, Note_off_c, 0, 36, 64
3, 124962, Note_off_c, 0, 42, 64
3, 125520, Note_on_c, 0, 36, 87
3, 125520, Note_on_c, 0, 42, 76
3, 125595, Note_off_c, 0, 42, 64
3, 125644, Note_off_c, 0, 36, 64
3, 125760, Note_on_c, 0, 42, 61
3, 125825, Note_off_c, 0, 42, 64
3, 126000, Note_on_c, 0, 42, 73
3, 126194, Note_off_c, 0, 42, 64
3, 126240, Note_on_c, 0, 36, 84
3, 126378, Note_off_c, 0, 36, 64
3, 126480, Note_on_c, 0, 42, 71
3, 126531, Note_off_c, 0, 42, 64
3, 126600, Note_on_c, 0, 42, 78
3, 126640, Note_off_c, 0, 42, 64
3, 126720, Note_on_c, 0, 36, 87
3, 126720, Note_on_c, 0, 42, 92
3, 126800, Note_off_c, 0, 42, 64
